Article,,Article_col,Sentence,Tokens,Borderline_metaphor,Real_metaphors,Frame_label,Token_lemma,is_target,distance_from_target
18,564,18,0,the,0,0,_,the,False,-3
18,565,18,0,bush,0,0,_,bush,False,-2
18,566,18,0,is,0,0,_,be,False,-1
18,567,18,0,burning,0,0,Fire_burning,burn,True,0
18,568,18,0,with,1,0,_,with,False,1
18,569,18,0,fire,0,0,Fire_burning,fire,False,2
18,570,18,0,",",0,0,_,",",False,3
18,571,18,0,and,0,0,_,and,False,4
18,572,18,0,the,0,0,_,the,False,5
18,573,18,0,bush,0,0,_,bush,False,6
18,574,18,0,is,0,0,_,be,False,7
18,575,18,0,not,0,0,_,not,False,8
18,576,18,0,consumed,0,0,Ingestion,consume,False,9
18,577,18,0,.,0,0,_,.,False,10
18,578,18,1,#,0,0,_,#,False,11
18,579,18,1,The,0,0,_,the,False,12
18,580,18,1,angel,1,1,_,angel,False,13
18,581,18,1,of,0,0,_,of,False,14
18,582,18,1,the,0,0,_,the,False,15
19,583,19,0,instant,0,0,_,instant,False,-15
19,584,19,0,of,0,0,_,of,False,-14
19,585,19,0,time,0,0,_,time,False,-13
19,586,19,0,:,0,0,_,:,False,-12
19,587,19,0,#,0,0,_,#,False,-11
19,588,19,0,and,0,0,_,and,False,-10
19,589,19,0,he,0,0,_,he,False,-9
19,590,19,0,looked,0,0,Perception_active,look,False,-8
19,591,19,0,",",0,0,_,",",False,-7
19,592,19,0,and,0,0,_,and,False,-6
19,593,19,0,",",0,0,_,",",False,-5
19,594,19,0,behold,0,0,_,behold,False,-4
19,595,19,0,",",0,0,_,",",False,-3
19,596,19,0,the,0,0,_,the,False,-2
19,597,19,0,bush,0,0,_,bush,False,-1
19,598,19,0,burned,0,0,Fire_burning,burn,True,0
19,599,19,0,with,1,0,_,with,False,1
19,600,19,0,fire,0,0,Fire_burning,fire,False,2
19,601,19,0,",",0,0,_,",",False,3
19,602,19,0,and,0,0,_,and,False,4
19,603,19,0,the,0,0,_,the,False,5
19,604,19,0,bush,0,0,_,bush,False,6
19,605,19,0,was,0,0,_,be,False,7
19,606,19,0,not,0,0,_,not,False,8
19,607,19,0,consumed,0,0,Ingestion,consume,False,9
19,608,19,0,;,0,0,_,;,False,10
19,609,19,0,this,1,0,_,this,False,11
19,610,19,0,was,0,0,_,be,False,12
19,611,19,0,not,0,0,_,not,False,13
19,612,19,0,imaginary,0,0,_,imaginary,False,14
19,613,19,0,",",0,0,_,",",False,15
20,614,20,0,the,0,0,_,the,False,-15
20,615,20,0,bullock,0,0,_,bullock,False,-14
20,616,20,0,",",0,0,_,",",False,-13
20,617,20,0,and,0,0,_,and,False,-12
20,618,20,0,his,0,0,_,his,False,-11
20,619,20,0,hide,0,0,_,hide,False,-10
20,620,20,0,",",0,0,_,",",False,-9
20,621,20,0,his,0,0,_,his,False,-8
20,622,20,0,flesh,0,0,_,flesh,False,-7
20,623,20,0,",",0,0,_,",",False,-6
20,624,20,0,and,0,0,_,and,False,-5
20,625,20,0,his,0,0,_,his,False,-4
20,626,20,0,dung,0,0,_,dung,False,-3
20,627,20,0,",",0,0,_,",",False,-2
20,628,20,0,he,0,0,_,he,False,-1
20,629,20,0,burnt,0,0,Fire_burning,burn,True,0
20,630,20,0,with,0,0,_,with,False,1
20,631,20,0,fire,0,0,Fire_burning,fire,False,2
20,632,20,0,without,1,0,_,without,False,3
20,633,20,0,the,0,0,_,the,False,4
20,634,20,0,camp,0,0,_,camp,False,5
20,635,20,0,;,0,0,_,;,False,6
20,636,20,0,as,0,0,_,as,False,7
20,637,20,0,the,0,0,_,the,False,8
20,638,20,0,LORD,0,0,_,LORD,False,9
20,639,20,0,commanded,0,0,Request,command,False,10
20,640,20,0,Moses.,0,0,_,Moses,False,11
20,641,20,0,``,0,0,_,`,False,12
20,642,20,1,8:17,0,0,_,8:17,False,13
20,643,20,1,#,0,0,_,#,False,14
21,644,21,0,midst,0,0,Locative_relation,midst,False,-15
21,645,21,0,of,0,0,_,of,False,-14
21,646,21,0,a,0,0,_,a,False,-13
21,647,21,0,bush,0,0,Biological_area,bush,False,-12
21,648,21,0,:,0,0,_,:,False,-11
21,649,21,0,and,0,0,_,and,False,-10
21,650,21,0,he,0,0,_,he,False,-9
21,651,21,0,looked,0,0,Perception_active,look,False,-8
21,652,21,0,",",0,0,_,",",False,-7
21,653,21,0,and,0,0,_,and,False,-6
21,654,21,0,",",0,0,_,",",False,-5
21,655,21,0,behold,0,0,_,behold,False,-4
21,656,21,0,",",0,0,_,",",False,-3
21,657,21,0,the,0,0,_,the,False,-2
21,658,21,0,bush,0,0,Biological_area,bush,False,-1
21,659,21,0,burned,0,0,Fire_burning,burn,True,0
21,660,21,0,with,1,0,_,with,False,1
21,661,21,0,fire,0,0,Fire_burning,fire,False,2
21,662,21,0,",",0,0,_,",",False,3
21,663,21,0,and,0,0,_,and,False,4
21,664,21,0,the,0,0,_,the,False,5
21,665,21,0,bush,0,0,_,bush,False,6
21,666,21,0,was,0,0,_,be,False,7
21,667,21,0,not,0,0,_,not,False,8
21,668,21,0,consumed,0,0,Ingestion,consume,False,9
21,669,21,0,.,0,0,_,.,False,10
21,670,21,1,#,0,0,_,#,False,11
21,671,21,1,3,0,0,_,3,False,12
21,672,21,1,And,0,0,_,and,False,13
21,673,21,1,Moses,0,0,_,Moses,False,14
21,674,21,1,said,0,0,Statement,say,False,15
22,675,22,0,shall,0,0,_,shall,False,-2
22,676,22,0,ever,0,0,Frequency,ever,False,-1
22,677,22,0,burn,0,0,Fire_burning,burn,True,0
22,678,22,0,",",0,0,_,",",False,1
22,679,22,0,and,0,0,_,and,False,2
22,680,22,0,never,0,0,Frequency,never,False,3
22,681,22,0,be,0,0,_,be,False,4
22,682,22,0,quenched,1,1,Putting_out_fire,quench,False,5
22,683,22,0,;,0,0,_,;,False,6
22,684,22,0,hence,0,0,_,hence,False,7
22,685,22,0,it,0,0,_,it,False,8
22,686,22,0,is,0,0,_,be,False,9
22,687,22,0,called,0,0,Referring_by_name,call,False,10
22,688,22,0,a,0,0,_,a,False,11
22,689,22,0,lake,0,0,Natural_features,lake,False,12
22,690,22,0,burning,0,0,Fire_burning,burn,True,13
22,691,22,0,with,1,0,_,with,False,14
22,692,22,0,fire,0,0,_,fire,False,15
22,693,22,0,and,0,0,_,and,False,16
22,694,22,0,brimstone,0,0,_,brimstone,False,17
22,695,22,0,;,0,0,_,;,False,18
22,696,22,0,into,0,0,_,into,False,19
22,697,22,0,which,0,0,_,which,False,20
22,698,22,0,Satan,0,0,_,Satan,False,21
22,699,22,0,",",0,0,_,",",False,22
22,700,22,0,the,0,0,_,the,False,23
22,701,22,0,beast,1,1,_,beast,False,24
22,702,22,0,",",0,0,_,",",False,25
22,703,22,0,and,0,0,_,and,False,26
22,704,22,0,false,1,1,Legality,false,False,27
22,705,22,0,prophet,0,0,_,prophet,False,28
23,706,23,0,sorcerers,0,0,People_by_vocation,sorcerer,False,-15
23,707,23,0,",",0,0,_,",",False,-14
23,708,23,0,idolators,0,0,_,idolator,False,-13
23,709,23,0,",",0,0,_,",",False,-12
23,710,23,0,and,0,0,_,and,False,-11
23,711,23,0,all,0,0,Quantified_mass,all,False,-10
23,712,23,0,liars,0,0,Morality_evaluation,liar,False,-9
23,713,23,0,shall,0,0,_,shall,False,-8
23,714,23,0,have,1,0,Have_associated,have,False,-7
23,715,23,0,their,0,0,_,their,False,-6
23,716,23,0,part,1,0,Performers_and_roles,part,False,-5
23,717,23,0,in,0,0,_,in,False,-4
23,718,23,0,the,0,0,_,the,False,-3
23,719,23,0,lake,0,0,Natural_features,lake,False,-2
23,720,23,0,which,0,0,_,which,False,-1
23,721,23,0,burns,1,1,Fire_burning,burn,True,0
23,722,23,0,with,1,0,_,with,False,1
23,723,23,0,fire,0,0,_,fire,False,2
23,724,23,0,and,0,0,_,and,False,3
23,725,23,0,brimstone,0,0,_,brimstone,False,4
23,726,23,0,",",0,0,_,",",False,5
23,727,23,0,which,0,0,_,which,False,6
23,728,23,0,is,0,0,_,be,False,7
23,729,23,0,the,0,0,_,the,False,8
23,730,23,0,second,0,0,Ordinal_numbers,second,False,9
23,731,23,0,death.,0,0,Death,death,False,10
23,732,23,0,``,0,0,_,`,False,11
23,733,23,1,#,0,0,_,#,False,12
23,734,23,1,Revelation,0,0,_,revelation,False,13
23,735,23,1,21:8,0,0,_,21:8,False,14
24,736,24,0,mystical,0,0,_,mystical,False,-15
24,737,24,0,Babylon,0,0,_,Babylon,False,-14
24,738,24,0,",",0,0,_,",",False,-13
24,739,24,0,the,0,0,_,the,False,-12
24,740,24,0,whore,1,1,_,whore,False,-11
24,741,24,0,of,0,0,Origin,of,False,-10
24,742,24,0,Rome,0,0,_,Rome,False,-9
24,743,24,0,;,0,0,_,;,False,-8
24,744,24,0,the,0,0,_,the,False,-7
24,745,24,0,beast,1,1,_,beast,False,-6
24,746,24,0,and,0,0,_,and,False,-5
24,747,24,0,false,1,1,_,false,False,-4
24,748,24,0,prophet,0,0,_,prophet,False,-3
24,749,24,0,will,0,0,_,will,False,-2
24,750,24,0,be,0,0,_,be,False,-1
24,751,24,0,burnt,0,0,Cause_harm,burn,True,0
24,752,24,0,with,1,0,_,with,False,1
24,753,24,0,fire,0,0,_,fire,False,2
24,754,24,0,;,0,0,_,;,False,3
24,755,24,0,the,0,0,_,the,False,4
24,756,24,0,day,0,0,Calendric_unit,day,False,5
24,757,24,0,of,0,0,_,of,False,6
24,758,24,0,the,0,0,_,the,False,7
24,759,24,0,",",0,0,_,",",False,8
24,760,24,0,Lord,0,0,_,Lord,False,9
24,761,24,0,will,0,0,_,will,False,10
24,762,24,0,burn,0,0,Fire_burning,burn,True,11
24,763,24,0,like,0,0,_,like,False,12
24,764,24,0,an,0,0,_,an,False,13
24,765,24,0,oven,0,0,Artifact,oven,False,14
24,766,24,0,",",0,0,_,",",False,15
25,767,25,0,,0,0,Quantified_mass,,False,-15
25,768,25,0,of,0,0,Partitive,of,False,-14
25,769,25,0,the,0,0,_,the,False,-13
25,770,25,0,flesh,0,0,Body_parts,flesh,False,-12
25,771,25,0,of,0,0,_,of,False,-11
25,772,25,0,the,0,0,_,the,False,-10
25,773,25,0,passover,0,0,_,passover,False,-9
25,774,25,0,lamb,0,0,_,lamb,False,-8
25,775,25,0,",",0,0,_,",",False,-7
25,776,25,0,what,0,0,_,what,False,-6
25,777,25,0,was,0,0,_,be,False,-5
25,778,25,0,left,0,0,Remainder,leave,False,-4
25,779,25,0,was,0,0,_,be,False,-3
25,780,25,0,to,0,0,_,to,False,-2
25,781,25,0,be,0,0,_,be,False,-1
25,782,25,0,burnt,0,0,Fire_burning,burn,True,0
25,783,25,0,with,1,0,_,with,False,1
25,784,25,0,fire,0,0,_,fire,False,2
25,785,25,0,",",0,0,_,",",False,3
25,786,25,0,Exodus,0,0,_,exodus,False,4
25,787,25,0,12:10,0,0,_,12:10,False,5
25,788,25,0,",",0,0,_,",",False,6
25,789,25,0,#,0,0,_,#,False,7
25,790,25,0,nor,0,0,_,nor,False,8
25,791,25,0,break,0,0,Cause_to_fragment,break,False,9
25,792,25,0,any,0,0,Quantified_mass,any,False,10
25,793,25,0,bone,0,0,_,bone,False,11
25,794,25,0,of,0,0,_,of,False,12
25,795,25,0,it,0,0,_,it,False,13
25,796,25,0,;,0,0,_,;,False,14
25,797,25,0,the,0,0,_,the,False,15
26,798,26,0,she,0,0,_,she,False,-15
26,799,26,0,and,0,0,_,and,False,-14
26,800,26,0,her,0,0,_,she,False,-13
26,801,26,0,family,0,0,Kinship,family,False,-12
26,802,26,0,are,0,0,_,be,False,-11
26,803,26,0,``,0,0,_,`,False,-10
26,804,26,0,brought,0,0,Bringing,bring,False,-9
26,805,26,0,out,0,0,_,out,False,-8
26,806,26,0,``,0,0,_,`,False,-7
26,807,26,0,of,0,0,_,of,False,-6
26,808,26,0,Jericho,0,0,_,Jericho,False,-5
26,809,26,0,before,0,0,Time_vector,before,False,-4
26,810,26,0,the,0,0,_,the,False,-3
26,811,26,0,city,0,0,Political_locales,city,False,-2
26,812,26,0,is,0,0,_,be,False,-1
26,813,26,0,burned,0,0,Fire_burning,burn,True,0
26,814,26,0,with,0,0,_,with,False,1
26,815,26,0,fire,0,0,Fire_burning,fire,False,2
26,816,26,0,(,0,0,_,(,False,3
26,817,26,0,Joshua,0,0,_,Joshua,False,4
26,818,26,0,6,0,0,_,6,False,5
26,819,26,0,),0,0,_,),False,6
26,820,26,0,.,0,0,_,.,False,7
26,821,26,1,Rahab,0,0,_,Rahab,False,8
26,822,26,1,is,0,0,_,be,False,9
26,823,26,1,a,0,0,_,a,False,10
26,824,26,1,prostitute,0,0,_,prostitute,False,11
26,825,26,1,(,0,0,_,(,False,12
26,826,26,1,Hebrews,0,0,_,hebrew,False,13
26,827,26,1,11:31,0,0,_,11:31,False,14
26,828,26,1,),0,0,_,),False,15
27,829,27,0,the,0,0,_,the,False,-15
27,830,27,0,end,1,0,Process_end,end,False,-14
27,831,27,0,is,0,0,_,be,False,-13
27,832,27,0,fatal,0,0,Killing,fatal,False,-12
27,833,27,0,.,0,0,_,.,False,-11
27,834,27,1,#,0,0,_,#,False,-10
27,835,27,1,Isaiah,0,0,_,Isaiah,False,-9
27,836,27,1,1:7,0,0,_,1:7,False,-8
27,837,27,1,Your,0,0,_,your,False,-7
27,838,27,1,country,0,0,Political_locales,country,False,-6
27,839,27,1,is,0,0,_,be,False,-5
27,840,27,1,desolate,0,0,_,desolate,False,-4
27,841,27,1,",",0,0,_,",",False,-3
27,842,27,1,your,0,0,_,your,False,-2
27,843,27,1,cities,0,0,Political_locales,city,False,-1
27,844,27,1,burned,0,0,Fire_burning,burn,True,0
27,845,27,1,with,1,0,_,with,False,1
27,846,27,1,fire,0,0,Fire_burning,fire,False,2
27,847,27,1,;,0,0,_,;,False,3
27,848,27,1,your,0,0,_,your,False,4
27,849,27,1,fields,0,0,Locale_by_use,field,False,5
27,850,27,1,are,0,0,_,be,False,6
27,851,27,1,being,0,0,_,be,False,7
27,852,27,1,stripped,1,1,Removing,strip,False,8
27,853,27,1,by,0,0,_,by,False,9
27,854,27,1,foreigners,0,0,People_by_origin,foreigner,False,10
27,855,27,1,right,0,0,_,right,False,11
27,856,27,1,before,0,0,Non-gradable_proximity,before,False,12
27,857,27,1,you,0,0,_,you,False,13
27,858,27,1,",",0,0,_,",",False,14
27,859,27,1,laid,1,1,Placing,lay,False,15
28,860,28,0,",",0,0,_,",",False,-15
28,861,28,0,then,0,0,_,then,False,-14
28,862,28,0,",",0,0,_,",",False,-13
28,863,28,0,does,0,0,_,do,False,-12
28,864,28,0,he,0,0,_,he,False,-11
28,865,28,0,say,0,0,Statement,say,False,-10
28,866,28,0,?,0,0,_,?,False,-9
28,867,28,1,Your,0,0,_,your,False,-8
28,868,28,1,country,0,0,Political_locales,country,False,-7
28,869,28,1,is,0,0,_,be,False,-6
28,870,28,1,desolate,0,0,_,desolate,False,-5
28,871,28,1,",",0,0,_,",",False,-4
28,872,28,1,your,0,0,_,your,False,-3
28,873,28,1,cities,0,0,Locale_by_use,city,False,-2
28,874,28,1,are,0,0,_,be,False,-1
28,875,28,1,burned,1,1,Fire_burning,burn,True,0
28,876,28,1,with,1,0,_,with,False,1
28,877,28,1,fire,1,0,Fire_burning,fire,False,2
28,878,28,1,:,0,0,_,:,False,3
28,879,28,1,your,0,0,_,your,False,4
28,880,28,1,land,0,0,_,land,False,5
28,881,28,1,",",0,0,_,",",False,6
28,882,28,1,strangers,0,0,Indigenous_origin,stranger,False,7
28,883,28,1,devour,1,1,Apply_heat,devour,False,8
28,884,28,1,it,0,0,_,it,False,9
28,885,28,1,in,1,0,_,in,False,10
28,886,28,1,your,0,0,_,your,False,11
28,887,28,1,presence,0,0,Presence,presence,False,12
28,888,28,1,:,0,0,_,:,False,13
28,889,28,1,the,0,0,_,the,False,14
28,890,28,1,daughter,0,0,Kinship,daughter,False,15
29,891,29,0,of,0,0,Partitive,of,False,-15
29,892,29,0,those,1,0,_,those,False,-14
29,893,29,0,who,0,0,_,who,False,-13
29,894,29,0,lived,0,0,Residence,live,False,-12
29,895,29,0,there,0,0,Locative_relation,there,False,-11
29,896,29,0,.,0,0,_,.,False,-10
29,897,29,1,Isaiah,0,0,_,Isaiah,False,-9
29,898,29,1,1:7,0,0,_,1:7,False,-8
29,899,29,1,Your,0,0,_,your,False,-7
29,900,29,1,country,0,0,Political_locales,country,False,-6
29,901,29,1,is,0,0,_,be,False,-5
29,902,29,1,desolate,0,0,_,desolate,False,-4
29,903,29,1,",",0,0,_,",",False,-3
29,904,29,1,your,0,0,_,your,False,-2
29,905,29,1,cities,0,0,Political_locales,city,False,-1
29,906,29,1,burned,0,0,Fire_burning,burn,True,0
29,907,29,1,with,1,0,_,with,False,1
29,908,29,1,fire,0,0,Fire_burning,fire,False,2
29,909,29,1,;,0,0,_,;,False,3
29,910,29,1,your,0,0,_,your,False,4
29,911,29,1,fields,0,0,Locale_by_use,field,False,5
29,912,29,1,are,0,0,_,be,False,6
29,913,29,1,being,0,0,_,be,False,7
29,914,29,1,stripped,1,1,Removing,strip,False,8
29,915,29,1,by,0,0,_,by,False,9
29,916,29,1,foreigners,0,0,People_by_origin,foreigner,False,10
29,917,29,1,right,0,0,_,right,False,11
29,918,29,1,before,0,0,_,before,False,12
29,919,29,1,you,0,0,_,you,False,13
29,920,29,1,",",0,0,_,",",False,14
29,921,29,1,laid,1,1,Placing,lay,False,15
30,922,30,0,64:11,0,0,_,64:11,False,-15
30,923,30,0,Our,0,0,_,our,False,-14
30,924,30,0,holy,0,0,_,holy,False,-13
30,925,30,0,and,0,0,_,and,False,-12
30,926,30,0,glorious,0,0,Stimulus_focus,glorious,False,-11
30,927,30,0,temple,0,0,Buildings,temple,False,-10
30,928,30,0,",",0,0,_,",",False,-9
30,929,30,0,where,0,0,Locative_relation,where,False,-8
30,930,30,0,our,0,0,_,our,False,-7
30,931,30,0,fathers,0,0,Kinship,father,False,-6
30,932,30,0,praised,0,0,Judgment_communication,praise,False,-5
30,933,30,0,you,0,0,_,you,False,-4
30,934,30,0,",",0,0,_,",",False,-3
30,935,30,0,has,0,0,_,have,False,-2
30,936,30,0,been,0,0,_,be,False,-1
30,937,30,0,burned,0,0,Fire_burning,burn,True,0
30,938,30,0,with,0,0,_,with,False,1
30,939,30,0,fire,0,0,_,fire,False,2
30,940,30,0,",",0,0,_,",",False,3
30,941,30,0,and,0,0,_,and,False,4
30,942,30,0,all,0,0,Quantified_mass,all,False,5
30,943,30,0,that,0,0,_,that,False,6
30,944,30,0,we,0,0,_,we,False,7
30,945,30,0,treasured,0,0,Experiencer_focus,treasured,False,8
30,946,30,0,lies,1,0,Being_located,lie,False,9
30,947,30,0,in,0,0,_,in,False,10
30,948,30,0,ruins,0,0,_,ruin,False,11
30,949,30,0,.,0,0,_,.,False,12
30,950,30,1,Jeremiah,0,0,_,Jeremiah,False,13
30,951,30,1,17:6,0,0,_,17:6,False,14
30,952,30,1,He,0,0,_,he,False,15
31,953,31,0,with,1,0,_,with,False,-15
31,954,31,0,those,1,0,_,those,False,-14
31,955,31,0,that,0,0,_,that,False,-13
31,956,31,0,believe,0,0,Certainty,believe,False,-12
31,957,31,0,not,0,0,_,not,False,-11
31,958,31,0,;,0,0,_,;,False,-10
31,959,31,0,and,0,0,_,and,False,-9
31,960,31,0,the,0,0,_,the,False,-8
31,961,31,0,portion,1,1,Part_whole,portion,False,-7
31,962,31,0,of,0,0,_,of,False,-6
31,963,31,0,these,1,0,_,these,False,-5
31,964,31,0,is,0,0,_,be,False,-4
31,965,31,0,the,0,0,_,the,False,-3
31,966,31,0,lake,0,0,Natural_features,lake,False,-2
31,967,31,0,which,0,0,_,which,False,-1
31,968,31,0,burns,1,0,Fire_burning,burn,True,0
31,969,31,0,with,1,0,_,with,False,1
31,970,31,0,fire,0,0,_,fire,False,2
31,971,31,0,and,0,0,_,and,False,3
31,972,31,0,brimstone,0,0,_,brimstone,False,4
31,973,31,0,;,0,0,_,;,False,5
31,974,31,0,see,0,0,Grasp,see,False,6
31,975,31,0,Revelation,0,0,_,revelation,False,7
31,976,31,0,21:8,0,0,_,21:8,False,8
31,977,31,0,or,0,0,_,or,False,9
31,978,31,0,all,0,0,Quantified_mass,all,False,10
31,979,31,0,such,0,0,_,such,False,11
31,980,31,0,persons,0,0,People,person,False,12
31,981,31,0,are,0,0,_,be,False,13
31,982,31,0,intended,0,0,Purpose,intended,False,14
31,983,31,0,",",0,0,_,",",False,15
32,984,32,0,64:11,0,0,_,64:11,False,-15
32,985,32,0,Our,0,0,_,our,False,-14
32,986,32,0,holy,0,0,_,holy,False,-13
32,987,32,0,and,0,0,_,and,False,-12
32,988,32,0,glorious,0,0,Stimulus_focus,glorious,False,-11
32,989,32,0,temple,0,0,Buildings,temple,False,-10
32,990,32,0,",",0,0,_,",",False,-9
32,991,32,0,where,0,0,Locative_relation,where,False,-8
32,992,32,0,our,0,0,_,our,False,-7
32,993,32,0,fathers,0,0,Kinship,father,False,-6
32,994,32,0,praised,0,0,Judgment_communication,praise,False,-5
32,995,32,0,you,0,0,_,you,False,-4
32,996,32,0,",",0,0,_,",",False,-3
32,997,32,0,has,0,0,_,have,False,-2
32,998,32,0,been,0,0,_,be,False,-1
32,999,32,0,burned,0,0,Fire_burning,burn,True,0
32,1000,32,0,with,0,0,_,with,False,1
32,1001,32,0,fire,0,0,_,fire,False,2
32,1002,32,0,",",0,0,_,",",False,3
32,1003,32,0,and,0,0,_,and,False,4
32,1004,32,0,all,0,0,Quantified_mass,all,False,5
32,1005,32,0,that,0,0,_,that,False,6
32,1006,32,0,we,0,0,_,we,False,7
32,1007,32,0,treasured,0,0,Experiencer_focus,treasured,False,8
32,1008,32,0,lies,1,0,Being_located,lie,False,9
32,1009,32,0,in,0,0,_,in,False,10
32,1010,32,0,ruins,0,0,_,ruin,False,11
32,1011,32,0,.,0,0,_,.,False,12
32,1012,32,1,Jeremiah,0,0,_,Jeremiah,False,13
32,1013,32,1,46:22,0,0,_,46:22,False,14
32,1014,32,1,Egypt,0,0,_,Egypt,False,15
33,1015,33,0,sorcerers,0,0,People_by_vocation,sorcerer,False,-15
33,1016,33,0,",",0,0,_,",",False,-14
33,1017,33,0,idolaters,0,0,_,idolater,False,-13
33,1018,33,0,",",0,0,_,",",False,-12
33,1019,33,0,and,0,0,_,and,False,-11
33,1020,33,0,all,0,0,Quantified_mass,all,False,-10
33,1021,33,0,liars,0,0,Morality_evaluation,liar,False,-9
33,1022,33,0,shall,0,0,_,shall,False,-8
33,1023,33,0,have,1,0,Have_associated,have,False,-7
33,1024,33,0,their,0,0,_,their,False,-6
33,1025,33,0,part,1,0,Performers_and_roles,part,False,-5
33,1026,33,0,in,0,0,_,in,False,-4
33,1027,33,0,the,0,0,_,the,False,-3
33,1028,33,0,lake,0,0,Natural_features,lake,False,-2
33,1029,33,0,which,0,0,_,which,False,-1
33,1030,33,0,burns,1,1,Fire_burning,burn,True,0
33,1031,33,0,with,1,0,_,with,False,1
33,1032,33,0,fire,0,0,_,fire,False,2
33,1033,33,0,and,0,0,_,and,False,3
33,1034,33,0,brimstone,0,0,_,brimstone,False,4
33,1035,33,0,",",0,0,_,",",False,5
33,1036,33,0,which,0,0,_,which,False,6
33,1037,33,0,is,0,0,_,be,False,7
33,1038,33,0,the,0,0,_,the,False,8
33,1039,33,0,second,0,0,Ordinal_numbers,second,False,9
33,1040,33,0,death,0,0,Death,death,False,10
33,1041,33,0,``,0,0,_,`,False,11
33,1042,33,0,(,0,0,_,(,False,12
33,1043,33,0,Revelation,0,0,_,revelation,False,13
33,1044,33,0,21:8,0,0,_,21:8,False,14
33,1045,33,0,),0,0,_,),False,15
34,1046,34,0,For,0,0,Causation,for,False,-15
34,1047,34,0,ye,0,0,_,ye,False,-14
34,1048,34,0,are,0,0,_,be,False,-13
34,1049,34,0,not,0,0,_,not,False,-12
34,1050,34,0,come,0,0,Arriving,come,False,-11
34,1051,34,0,unto,0,0,_,unto,False,-10
34,1052,34,0,the,0,0,_,the,False,-9
34,1053,34,0,mount,0,0,_,mount,False,-8
34,1054,34,0,that,0,0,_,that,False,-7
34,1055,34,0,might,0,0,Likelihood,might,False,-6
34,1056,34,0,be,0,0,_,be,False,-5
34,1057,34,0,touched,0,0,Cause_harm,touch,False,-4
34,1058,34,0,",",0,0,_,",",False,-3
34,1059,34,0,and,0,0,_,and,False,-2
34,1060,34,0,that,0,0,_,that,False,-1
34,1061,34,0,burned,1,1,Fire_burning,burn,True,0
34,1062,34,0,with,1,0,_,with,False,1
34,1063,34,0,fire,0,0,Fire_burning,fire,False,2
34,1064,34,0,",",0,0,_,",",False,3
34,1065,34,0,nor,0,0,_,nor,False,4
34,1066,34,0,unto,1,0,_,unto,False,5
34,1067,34,0,blackness,0,0,Color,blackness,False,6
34,1068,34,0,",",0,0,_,",",False,7
34,1069,34,0,and,0,0,_,and,False,8
34,1070,34,0,darkness,0,0,_,darkness,False,9
34,1071,34,0,",",0,0,_,",",False,10
34,1072,34,0,and,0,0,_,and,False,11
34,1073,34,0,tempest,0,0,_,tempest,False,12
34,1074,34,0,",",0,0,_,",",False,13
34,1075,34,0,and,0,0,_,and,False,14
34,1076,34,0,the,0,0,_,the,False,15
35,1077,35,0,",",0,0,_,",",False,-15
35,1078,35,0,and,0,0,_,and,False,-14
35,1079,35,0,the,0,0,_,the,False,-13
35,1080,35,0,false,0,0,_,false,False,-12
35,1081,35,0,prophet,0,0,_,prophet,False,-11
35,1082,35,0,",",0,0,_,",",False,-10
35,1083,35,0,will,0,0,_,will,False,-9
35,1084,35,0,have,1,0,Have_associated,have,False,-8
35,1085,35,0,their,0,0,_,their,False,-7
35,1086,35,0,portion,1,1,Part_whole,portion,False,-6
35,1087,35,0,together,0,0,Cause_to_amalgamate,together,False,-5
35,1088,35,0,in,0,0,Interior_profile_relation,in,False,-4
35,1089,35,0,the,0,0,_,the,False,-3
35,1090,35,0,lake,0,0,Natural_features,lake,False,-2
35,1091,35,0,that,0,0,_,that,False,-1
35,1092,35,0,burns,0,0,Fire_burning,burn,True,0
35,1093,35,0,with,1,0,_,with,False,1
35,1094,35,0,fire,0,0,_,fire,False,2
35,1095,35,0,",",0,0,_,",",False,3
35,1096,35,0,Revelation,0,0,_,revelation,False,4
35,1097,35,0,20:10,0,0,_,20:10,False,5
35,1098,35,0,the,0,0,_,the,False,6
35,1099,35,0,same,0,0,Identicality,same,False,7
35,1100,35,0,character,1,1,_,character,False,8
35,1101,35,0,as,0,0,_,as,False,9
35,1102,35,0,here,1,0,Temporal_collocation,here,False,10
35,1103,35,0,is,0,0,_,be,False,11
35,1104,35,0,given,1,0,Giving,give,False,12
35,1105,35,0,of,0,0,_,of,False,13
35,1106,35,0,Judas,0,0,_,Judas,False,14
35,1107,35,0,",",0,0,_,",",False,15
36,1108,36,0,",",0,0,_,",",False,-15
36,1109,36,0,an,0,0,_,an,False,-14
36,1110,36,0,offering,0,0,Giving,offer,False,-13
36,1111,36,0,made,1,0,_,make,False,-12
36,1112,36,0,by,0,0,_,by,False,-11
36,1113,36,0,fire,0,0,_,fire,False,-10
36,1114,36,0,unto,1,0,_,unto,False,-9
36,1115,36,0,the,0,0,_,the,False,-8
36,1116,36,0,Lord,0,0,_,Lord,False,-7
36,1117,36,0,:,0,0,_,:,False,-6
36,1118,36,0,for,0,0,Causation,for,False,-5
36,1119,36,0,these,1,0,_,these,False,-4
36,1120,36,0,lambs,0,0,_,lamb,False,-3
36,1121,36,0,were,0,0,_,be,False,-2
36,1122,36,0,both,0,0,Quantified_mass,both,False,-1
36,1123,36,0,burnt,0,0,Cause_harm,burn,True,0
36,1124,36,0,with,0,0,_,with,False,1
